NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
SALA 06 ESPLANADA TRADICIONAL;5004401.0;09.652.820/0022-67;FECHADO;2013-10-20;2013-10-20;145.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS LIMEIRA;25197;FECHADO;2013-10-20;www.cinepolis.com.br;RODOVIA DEPUTADO LAÉRCIO CORTE;4500.0;EUC CINEMA, S/N;GRAMINHA;LIMEIRA;13482-902;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 1;5005157.0;09.652.820/0044-72;EM FUNCIONAMENTO;2021-07-01;2015-08-14;336.0;5.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 2;5005158.0;09.652.820/0044-72;EM FUNCIONAMENTO;2021-07-01;2015-08-14;336.0;5.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 3;5005159.0;09.652.820/0044-72;EM FUNCIONAMENTO;2021-07-01;2015-08-14;165.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 4;5005160.0;09.652.820/0044-72;EM FUNCIONAMENTO;2021-07-01;2015-08-14;165.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 5;5005161.0;09.652.820/0044-72;EM FUNCIONAMENTO;2021-07-01;2015-08-14;165.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 6;5005162.0;09.652.820/0044-72;EM FUNCIONAMENTO;2021-07-01;2015-08-14;156.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 7;5005163.0;09.652.820/0044-72;EM FUNCIONAMENTO;2021-07-01;2015-08-14;144.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAUS PLAZA - SALA 8;5005164.0;09.652.820/0044-72;EM FUNCIONAMENTO;2022-12-15;2015-08-14;142.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MANAUS PLAZA;30118;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, TVLANDIA MALL;2100.0;SALA 213;CHAPADA;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 1;5005130.0;09.652.820/0036-62;EM FUNCIONAMENTO;2022-04-29;2015-06-05;142.0;6.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 10;5005139.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-07-05;2015-06-05;86.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 11;5005140.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-08-01;2015-06-05;86.0;3.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 2;5005131.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-07-05;2015-06-05;132.0;6.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 3;5005132.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-11-11;2015-06-05;156.0;6.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 4;5005133.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-07-05;2015-06-05;132.0;6.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 5;5005134.0;09.652.820/0036-62;EM FUNCIONAMENTO;2023-03-13;2015-06-05;289.0;6.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 6;5005135.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-10-09;2015-06-05;200.0;6.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 7;5005136.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-07-05;2015-06-05;158.0;6.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 8;5005137.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-07-05;2015-06-05;120.0;6.0;1.0;1.0;NÃO;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANAÍRA SHOPPING - SALA 9;5005138.0;09.652.820/0036-62;EM FUNCIONAMENTO;2021-07-05;2015-06-05;479.0;9.0;3.0;4.0;SIM;NÃO;SIM;CINÉPOLIS MANAÍRA SHOPPING;30097;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com;RUA MANOEL ARRUDA CAVALCANTI;805.0;SALA S2/004;MANAÍRA;JOÃO PESSOA;58038-680;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANGABEIRA SALA 01;5005356.0;09.652.820/0048-04;EM FUNCIONAMENTO;2021-07-05;2015-12-10;465.0;9.0;5.0;5.0;SIM;NÃO;SIM;CINÉPOLIS MANGABEIRA;31527;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com.br;AV. HILTON SOUTO MAIOR;3901.0;LJ.P3 051 PV.2°;MANGABEIRA;JOÃO PESSOA;58055-018;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANGABEIRA SALA 02;5005357.0;09.652.820/0048-04;EM FUNCIONAMENTO;2021-07-05;2015-12-10;144.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS MANGABEIRA;31527;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com.br;AV. HILTON SOUTO MAIOR;3901.0;LJ.P3 051 PV.2°;MANGABEIRA;JOÃO PESSOA;58055-018;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANGABEIRA SALA 03;5005358.0;09.652.820/0048-04;EM FUNCIONAMENTO;2021-07-05;2015-12-10;341.0;7.0;3.0;3.0;SIM;NÃO;SIM;CINÉPOLIS MANGABEIRA;31527;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com.br;AV. HILTON SOUTO MAIOR;3901.0;LJ.P3 051 PV.2°;MANGABEIRA;JOÃO PESSOA;58055-018;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANGABEIRA SALA 04;5005359.0;09.652.820/0048-04;EM FUNCIONAMENTO;2021-07-05;2015-12-10;210.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS MANGABEIRA;31527;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com.br;AV. HILTON SOUTO MAIOR;3901.0;LJ.P3 051 PV.2°;MANGABEIRA;JOÃO PESSOA;58055-018;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MANGABEIRA SALA 05;5005360.0;09.652.820/0048-04;EM FUNCIONAMENTO;2021-07-05;2015-12-10;225.0;4.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS MANGABEIRA;31527;EM FUNCIONAMENTO;2021-07-05;www.cinepolis.com.br;AV. HILTON SOUTO MAIOR;3901.0;LJ.P3 051 PV.2°;MANGABEIRA;JOÃO PESSOA;58055-018;PB;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MARÍLIA SHOPPING - SALA 1;5005125.0;09.652.820/0039-05;EM FUNCIONAMENTO;2021-04-26;2015-06-25;287.0;6.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MARÍLIA SHOPPING;30096;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;RUA DOS TUCUNARÉS;500.0;LOJA 93;JARDIM MARIA MARTHA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MARÍLIA SHOPPING - SALA 2;5005126.0;09.652.820/0039-05;EM FUNCIONAMENTO;2021-04-26;2015-06-25;251.0;6.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MARÍLIA SHOPPING;30096;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;RUA DOS TUCUNARÉS;500.0;LOJA 93;JARDIM MARIA MARTHA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MARÍLIA SHOPPING - SALA 3;5005127.0;09.652.820/0039-05;EM FUNCIONAMENTO;2021-04-26;2015-06-25;142.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MARÍLIA SHOPPING;30096;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;RUA DOS TUCUNARÉS;500.0;LOJA 93;JARDIM MARIA MARTHA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MARÍLIA SHOPPING - SALA 4;5005128.0;09.652.820/0039-05;EM FUNCIONAMENTO;2021-04-29;2015-06-25;142.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MARÍLIA SHOPPING;30096;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;RUA DOS TUCUNARÉS;500.0;LOJA 93;JARDIM MARIA MARTHA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MARÍLIA SHOPPING - SALA 5;5005129.0;09.652.820/0039-05;EM FUNCIONAMENTO;2021-04-29;2015-06-25;142.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MARÍLIA SHOPPING;30096;EM FUNCIONAMENTO;2021-04-26;www.cinepolis.com.br;RUA DOS TUCUNARÉS;500.0;LOJA 93;JARDIM MARIA MARTHA;MARÍLIA;17507-280;SP;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 1;5005149.0;09.652.820/0043-91;EM FUNCIONAMENTO;2021-07-01;2015-08-07;372.0;6.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 2;5005150.0;09.652.820/0043-91;EM FUNCIONAMENTO;2021-07-01;2015-08-07;162.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 3;5005151.0;09.652.820/0043-91;EM FUNCIONAMENTO;2021-07-01;2015-08-07;245.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 4;5005152.0;09.652.820/0043-91;EM FUNCIONAMENTO;2021-07-01;2015-08-07;227.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 5;5005153.0;09.652.820/0043-91;EM FUNCIONAMENTO;2021-07-01;2015-08-07;232.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 6;5005154.0;09.652.820/0043-91;EM FUNCIONAMENTO;2022-05-28;2015-08-07;182.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 7;5005155.0;09.652.820/0043-91;EM FUNCIONAMENTO;2022-12-15;2015-08-07;85.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
CINÉPOLIS MILLENNIUM - SALA 8;5005156.0;09.652.820/0043-91;EM FUNCIONAMENTO;2021-07-01;2015-08-07;448.0;6.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS MILLENNIUM;30116;EM FUNCIONAMENTO;2021-07-01;www.cinepolis.com.br;AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING;1661.0;PISO G3 LOJA 02;CHAPADA ;MANAUS;69050-010;AM;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NATAL 01;5004374.0;09.652.820/0024-29;FECHADO;2022-08-15;2013-10-15;342.0;7.0;3.0;3.0;SIM;NÃO;SIM;CINÉPOLIS NATAL NORTE SHOPPING;25194;FECHADO;2022-08-16;www.cinepolis.com.br;AVENIDA DR. JOÃO DE MEDEIROS FILHO;2395.0;LOJA 230-A;POTENGI;NATAL;59110-200;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NATAL 02;5004375.0;09.652.820/0024-29;FECHADO;2022-08-15;2013-10-15;352.0;7.0;4.0;5.0;SIM;NÃO;SIM;CINÉPOLIS NATAL NORTE SHOPPING;25194;FECHADO;2022-08-16;www.cinepolis.com.br;AVENIDA DR. JOÃO DE MEDEIROS FILHO;2395.0;LOJA 230-A;POTENGI;NATAL;59110-200;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NATAL 03;5004376.0;09.652.820/0024-29;FECHADO;2022-08-16;2013-10-15;225.0;5.0;2.0;2.0;SIM;NÃO;SIM;CINÉPOLIS NATAL NORTE SHOPPING;25194;FECHADO;2022-08-16;www.cinepolis.com.br;AVENIDA DR. JOÃO DE MEDEIROS FILHO;2395.0;LOJA 230-A;POTENGI;NATAL;59110-200;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NATAL 04;5004377.0;09.652.820/0024-29;FECHADO;2022-08-15;2013-10-15;352.0;7.0;4.0;5.0;SIM;NÃO;SIM;CINÉPOLIS NATAL NORTE SHOPPING;25194;FECHADO;2022-08-16;www.cinepolis.com.br;AVENIDA DR. JOÃO DE MEDEIROS FILHO;2395.0;LOJA 230-A;POTENGI;NATAL;59110-200;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NATAL 05;5004378.0;09.652.820/0024-29;FECHADO;2022-08-16;2013-10-15;148.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NATAL NORTE SHOPPING;25194;FECHADO;2022-08-16;www.cinepolis.com.br;AVENIDA DR. JOÃO DE MEDEIROS FILHO;2395.0;LOJA 230-A;POTENGI;NATAL;59110-200;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
SALA CINEPOLIS NATAL 06;5004379.0;09.652.820/0024-29;FECHADO;2022-08-15;2013-10-15;148.0;4.0;1.0;1.0;SIM;NÃO;SIM;CINÉPOLIS NATAL NORTE SHOPPING;25194;FECHADO;2022-08-16;www.cinepolis.com.br;AVENIDA DR. JOÃO DE MEDEIROS FILHO;2395.0;LOJA 230-A;POTENGI;NATAL;59110-200;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
NATAL SHOPPING 7 - VIP;5006499.0;09.652.820/0029-33;EM FUNCIONAMENTO;2021-05-23;2020-01-16;90.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
NATAL SHOPPING 8 - VIP;5006500.0;09.652.820/0029-33;EM FUNCIONAMENTO;2021-05-23;2020-01-16;58.0;3.0;0.0;0.0;SIM;NÃO;SIM;CINÉPOLIS NATAL SHOPPING;25822;EM FUNCIONAMENTO;2021-05-23;www.cineplois.com.br;AVENIDA SALGADO FILHO;2234.0;PISO L2;CANDELARIA;NATAL;59064-000;RN;NÃO;COMERCIAL;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32;REGULAR;CINÉPOLIS
