NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;DATA_SITUACAO_SALA;DATA_INICIO_FUNCIONAMENTO_SALA;ASSENTOS_SALA;ASSENTOS_CADEIRANTES;ASSENTOS_MOBILIDADE_REDUZIDA;ASSENTOS_OBESIDADE;ACESSO_ASSENTOS_COM_RAMPA;ACESSO_SALA_COM_RAMPA;BANHEIROS_ACESSIVEIS;NOME_COMPLEXO;REGISTRO_COMPLEXO;SITUACAO_COMPLEXO;DATA_SITUACAO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_COMPLEXO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CEP_COMPLEXO;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;NOME_EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;NOME_GRUPO_EXIBIDOR
CINE BOULEVARD 4;5001720.0;05.311.158/0001-04;FECHADO;2015-03-18;2003-07-16;150.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE BOULEVARD FOZ DO IGUAÇU;6645;FECHADO;2015-03-18;HTTP://WWW.IGUASSUBOULEVARD.COM.BR;AV DAS CATARATAS, ;1118.0;0;VILA YOLANDA;FOZ DO IGUAÇU;85853-000;PR;NÃO;COMERCIAL;CINE BOULEVARD LTDA;4828;05.311.158/0001-04;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE BRASÍLIA;5005797.0;03.658.028/0001-09;EM FUNCIONAMENTO;1960-04-01;1960-04-01;619.0;6.0;10.0;5.0;SIM;NÃO;SIM;CINE BRASÍLIA;36651;EM FUNCIONAMENTO;2017-06-05;0;EQS 106/107 ;0.0;0;Brasília;BRASÍLIA;70345-400;DF;NÃO;COMERCIAL;SECRETARIA DE ESTADO DE CULTURA DO DISTRITO FEDERAL;36650;03.658.028/0001-09;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE ART 01;5003159.0;07.083.456/0001-01;FECHADO;2017-08-24;2004-12-15;180.0;2.0;2.0;1.0;NÃO;NÃO;SIM;CINE CACOAL;19536;FECHADO;2017-08-24;0;AV CUIABÁ ;1770.0;cinema;CENTRO;CACOAL;76963-744;RO;NÃO;COMERCIAL;CINE ART LTDA ME;19535;07.083.456/0001-01;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CALÇADÃO;5004833.0;04.525.595/0003-11;EM FUNCIONAMENTO;2022-01-07;2001-11-10;200.0;2.0;2.0;2.0;SIM;NÃO;SIM;CINE CALCADAO;27787;EM FUNCIONAMENTO;2022-01-07;0;RUA PRESIDENTE ARTHUR BERNADES;132.0;61;CENTRO;VIÇOSA;36570-000;MG;NÃO;COMERCIAL;CINEMATOGRAFICA MAJO LTDA;27785;04.525.595/0001-50;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE CAMPO BELO 01;5002821.0;11.571.077/0001-38;FECHADO;2015-04-02;2010-04-30;216.0;2.0;4.0;4.0;SIM;NÃO;SIM;CINE CAMPO BELO;16898;FECHADO;2015-04-02;0;RUA QUINTINO BOCAIUVA ;325.0;0;CENTRO;CAMPO BELO;37270-000;MG;NÃO;COMERCIAL;JOSUÉ´S CINE HOTEL FAZENDA SOBRADINHO LTDA-ME;16897;11.571.077/0001-38;REGULAR;JOSUE'S CINE
CINE CANDIDO MENDES;5004456.0;15.232.421/0001-15;FECHADO;2020-09-29;2012-03-31;80.0;1.0;1.0;5.0;SIM;NÃO;SIM;CINE CANDIDO MENDES;25604;FECHADO;2020-09-29;0;Rua Joana Angélica;63.0;0;Ipanema;RIO DE JANEIRO;22420-030;RJ;NÃO;COMERCIAL;CASAL CINE ARTE LTDA;22221;15.232.421/0001-15;REGULAR;CASAL CINE
CINE CAPÃO DA CANOA;5004711.0;14.733.518/0001-49;FECHADO;2016-02-01;2013-06-11;220.0;0.0;0.0;0.0;SIM;NÃO;SIM;CINE CAPÃO DA CANOA;27219;FECHADO;2016-02-01;0;AV. PARAGUASSU;2205.0;SL. 64;CENTRO;CAPÃO DA CANOA;95555-000;RS;NÃO;COMERCIAL;ROMARI APARECIDA DIAS DA SILVA -ME;27217;14.733.518/0001-49;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CARIOCA NOVA BRASÍLIA;5005645.0;03.459.043/0004-70;FECHADO;2019-12-30;2016-07-01;93.0;3.0;1.0;1.0;NÃO;NÃO;SIM;CINE CARIOCA NOVA BRASÍLIA;33826;FECHADO;2019-12-30;www.cinesanta.com.br;RUA NOVA BRASÍLIA;0.0;S/N;COMPLEXO DO ALEMÃO - BONSUCESSO;RIO DE JANEIRO;21061-060;RJ;NÃO;COMERCIAL;ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA;14200;03.459.043/0001-28;IRREGULAR;CASAL CINE
CINE CARIOCA NOVA BRASÍLIA;5006698.0;36.563.373/0001-18;EM FUNCIONAMENTO;2021-10-17;2021-10-17;91.0;3.0;1.0;2.0;SIM;NÃO;SIM;CINE CARIOCA NOVA BRASÍLIA;49753;EM FUNCIONAMENTO;2021-10-17;0;Rua Projetada / Rua nova Brasília;0.0;0;COMPLEXO DO ALEMAO;RIO DE JANEIRO;21061-060;RJ;NÃO;COMERCIAL;WELLINGTON CARDOSO DA LUZ CINEMAS LTDA;45451;36.563.373/0001-18;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE CARIRI 01;5006735.0;44.323.768/0001-71;EM FUNCIONAMENTO;2022-03-03;2021-12-16;211.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINE CARIRI;50128;EM FUNCIONAMENTO;2021-12-16;0;R LAURO MOTA;0.0;SHOPPING;GINASIO;SERRINHA;48700-000;BA;NÃO;COMERCIAL;GEFA COMERCIO E ENTRETENIMENTO LTDA;50127;44.323.768/0001-71;REGULAR;IMPERIAL CINEMAS
SALA CINE CARIRI 02;5006736.0;44.323.768/0001-71;EM FUNCIONAMENTO;2021-12-16;2021-12-16;211.0;4.0;0.0;0.0;SIM;NÃO;SIM;CINE CARIRI;50128;EM FUNCIONAMENTO;2021-12-16;0;R LAURO MOTA;0.0;SHOPPING;GINASIO;SERRINHA;48700-000;BA;NÃO;COMERCIAL;GEFA COMERCIO E ENTRETENIMENTO LTDA;50127;44.323.768/0001-71;REGULAR;IMPERIAL CINEMAS
CINE CASARÃO;5005898.0;09.104.162/0001-44;EM FUNCIONAMENTO;2020-07-23;2017-10-25;30.0;1.0;1.0;1.0;NÃO;NÃO;SIM;CINE CASARÃO;37902;EM FUNCIONAMENTO;2020-07-23;http://casaraodeideias.com.br/;RUA BARROSO ;279.0;0;CENTRO;MANAUS;69010-050;AM;NÃO;COMERCIAL;C TEATRAL DE IDÉIAS LTDA;37886;09.104.162/0001-44;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CATARATAS 1;5002564.0;09.010.219/0001-46;EM FUNCIONAMENTO;2020-09-03;2007-11-01;120.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE CATARATAS IGUAÇU;15566;EM FUNCIONAMENTO;2020-09-03;0;AV COSTA E SILVA 185 ;185.0;LJ 326 - 3º PISO ;JD POLO CENTRO;FOZ DO IGUAÇU;85863-000;PR;NÃO;COMERCIAL;CINE CATARATAS LTDA;15565;09.010.219/0001-46;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CATARATAS 2;5002565.0;09.010.219/0001-46;EM FUNCIONAMENTO;2020-09-03;2007-11-01;120.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE CATARATAS IGUAÇU;15566;EM FUNCIONAMENTO;2020-09-03;0;AV COSTA E SILVA 185 ;185.0;LJ 326 - 3º PISO ;JD POLO CENTRO;FOZ DO IGUAÇU;85863-000;PR;NÃO;COMERCIAL;CINE CATARATAS LTDA;15565;09.010.219/0001-46;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CATARATAS 3;5002566.0;09.010.219/0001-46;EM FUNCIONAMENTO;2020-09-03;2007-11-01;263.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE CATARATAS IGUAÇU;15566;EM FUNCIONAMENTO;2020-09-03;0;AV COSTA E SILVA 185 ;185.0;LJ 326 - 3º PISO ;JD POLO CENTRO;FOZ DO IGUAÇU;85863-000;PR;NÃO;COMERCIAL;CINE CATARATAS LTDA;15565;09.010.219/0001-46;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CATARATAS 4;5002567.0;09.010.219/0001-46;EM FUNCIONAMENTO;2020-09-03;2007-11-01;264.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE CATARATAS IGUAÇU;15566;EM FUNCIONAMENTO;2020-09-03;0;AV COSTA E SILVA 185 ;185.0;LJ 326 - 3º PISO ;JD POLO CENTRO;FOZ DO IGUAÇU;85863-000;PR;NÃO;COMERCIAL;CINE CATARATAS LTDA;15565;09.010.219/0001-46;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CAVALIERE ORLANDI DRIVE IN;5006606.0;03.091.068/0001-11;FECHADO;2020-09-13;2020-08-03;80.0;5.0;3.0;5.0;SIM;NÃO;SIM;CINE CAVALIERI ORLANDI;15010;EM FUNCIONAMENTO;2020-08-03;0;RUA DR. CAMPOS SALLES;63.0;0;CENTRO;SOCORRO;13960-000;SP;NÃO;COMERCIAL;ORLANDI MARCHESE LTDA - ME;15009;03.091.068/0001-11;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CAVALIERE ORLANDI SALA 01;5002477.0;03.091.068/0001-11;EM FUNCIONAMENTO;2020-09-10;2007-06-18;180.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE CAVALIERI ORLANDI;15010;EM FUNCIONAMENTO;2020-08-03;0;RUA DR. CAMPOS SALLES;63.0;0;CENTRO;SOCORRO;13960-000;SP;NÃO;COMERCIAL;ORLANDI MARCHESE LTDA - ME;15009;03.091.068/0001-11;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CAVALIERI ORLANDI SALA 02;5005513.0;03.091.068/0001-11;EM FUNCIONAMENTO;2020-09-17;2016-03-03;96.0;2.0;0.0;0.0;SIM;NÃO;SIM;CINE CAVALIERI ORLANDI;15010;EM FUNCIONAMENTO;2020-08-03;0;RUA DR. CAMPOS SALLES;63.0;0;CENTRO;SOCORRO;13960-000;SP;NÃO;COMERCIAL;ORLANDI MARCHESE LTDA - ME;15009;03.091.068/0001-11;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CAXAMBU;5007033.0;50.552.809/0001-02;EM FUNCIONAMENTO;2023-05-04;2023-05-04;100.0;1.0;5.0;5.0;SIM;SIM;NÃO;CINE CAXAMBU;54776;EM FUNCIONAMENTO;2023-05-04;0;PC DEZESSEIS DE SETEMBRO;34.0;0;centro;CAXAMBU;37440-000;MG;NÃO;COMERCIAL;CINE CAXAMBU LTDA;53644;50.552.809/0001-02;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CENTER;5005216.0;20.664.203/0001-90;FECHADO;2015-01-01;2014-12-15;100.0;3.0;0.0;2.0;SIM;NÃO;SIM;CINE CENTER;30573;FECHADO;2015-01-01;0;RUA SALGADO FILHO;7.0;TÉRREO;CENTRO;UBATÃ;45550-000;BA;NÃO;COMERCIAL;CLÁUDIA ADRIANE ARAÚJO COSTA;30571;20.664.203/0001-90;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
"CINE CENTER SALA ""A""";5005082.0;12.454.986/0001-59;EM FUNCIONAMENTO;2021-11-01;2014-08-01;71.0;2.0;1.0;1.0;SIM;NÃO;SIM;CINE CENTER;29862;EM FUNCIONAMENTO;2021-11-01;0;RUA ALBERTO BARANJAK;0.0;SALAS A e C;JARDIM SANTA MONICA;SINOP;78557-746;MT;NÃO;COMERCIAL;R.P. MARTINS;29860;12.454.986/0001-59;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
"CINE CENTER SALA ""B""";5006702.0;12.454.986/0001-59;EM FUNCIONAMENTO;2021-11-01;2021-11-01;115.0;3.0;2.0;2.0;SIM;NÃO;SIM;CINE CENTER;29862;EM FUNCIONAMENTO;2021-11-01;0;RUA ALBERTO BARANJAK;0.0;SALAS A e C;JARDIM SANTA MONICA;SINOP;78557-746;MT;NÃO;COMERCIAL;R.P. MARTINS;29860;12.454.986/0001-59;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
"CINE CENTER SALA ""C""";5005083.0;12.454.986/0001-59;EM FUNCIONAMENTO;2021-11-01;2014-08-01;116.0;3.0;2.0;2.0;SIM;NÃO;SIM;CINE CENTER;29862;EM FUNCIONAMENTO;2021-11-01;0;RUA ALBERTO BARANJAK;0.0;SALAS A e C;JARDIM SANTA MONICA;SINOP;78557-746;MT;NÃO;COMERCIAL;R.P. MARTINS;29860;12.454.986/0001-59;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CENTER LENÇÓIS PAULISTA;5003172.0;64.643.596/0003-92;FECHADO;2012-10-02;2010-07-01;226.0;8.0;14.0;10.0;SIM;NÃO;SIM;CINE CENTER LENÇOIS PAULISTA;19668;FECHADO;2012-10-02;0;RUA PEDRO NATALIO LORENZETTI;95.0;BOX N 05;CENTRO;LENÇÓIS PAULISTA;18680-110;SP;NÃO;COMERCIAL;SAMUEL ALVES DE MOURA;16852;64.643.596/0001-20;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CENTER LUPO SALA 01;5006003.0;04.961.275/0002-23;EM FUNCIONAMENTO;2021-09-02;2018-03-08;161.0;4.0;4.0;4.0;NÃO;NÃO;SIM;CINE CENTER LUPO;39363;EM FUNCIONAMENTO;2021-09-02;0;RUA GONÇALVES DIAS;543.0;SALA 314 A 324;CENTRO;ARARAQUARA;14801-290;SP;NÃO;COMERCIAL;CINEMATOGRAFICA CASELLA & CASELLA LTDA ME;15373;04.961.275/0001-42;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CENTER LUPO SALA 02;5006004.0;04.961.275/0002-23;EM FUNCIONAMENTO;2021-09-02;2018-03-08;197.0;4.0;4.0;4.0;NÃO;NÃO;SIM;CINE CENTER LUPO;39363;EM FUNCIONAMENTO;2021-09-02;0;RUA GONÇALVES DIAS;543.0;SALA 314 A 324;CENTRO;ARARAQUARA;14801-290;SP;NÃO;COMERCIAL;CINEMATOGRAFICA CASELLA & CASELLA LTDA ME;15373;04.961.275/0001-42;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CENTER LUPO SALA 03;5006382.0;04.961.275/0002-23;EM FUNCIONAMENTO;2021-09-09;2019-10-02;62.0;2.0;2.0;2.0;SIM;NÃO;SIM;CINE CENTER LUPO;39363;EM FUNCIONAMENTO;2021-09-02;0;RUA GONÇALVES DIAS;543.0;SALA 314 A 324;CENTRO;ARARAQUARA;14801-290;SP;NÃO;COMERCIAL;CINEMATOGRAFICA CASELLA & CASELLA LTDA ME;15373;04.961.275/0001-42;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CENTER I;5004821.0;02.812.929/0001-40;EM FUNCIONAMENTO;2021-07-08;2015-01-01;155.0;2.0;1.0;1.0;SIM;NÃO;SIM;CINE CENTER SÃO ROQUE;14829;EM FUNCIONAMENTO;2021-07-08;www.cinesaoroque.com.br;RUA GERMANO NEGRINI, ;150.0;CINE CENTER ;CENTRO;SÃO ROQUE;18130-375;SP;NÃO;COMERCIAL;CINE SÃO ROQUE DIVERSÕES LTDA - ME;14828;02.812.929/0001-40;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CENTER II;5002417.0;02.812.929/0001-40;EM FUNCIONAMENTO;2021-07-08;2008-10-16;115.0;2.0;1.0;1.0;SIM;NÃO;SIM;CINE CENTER SÃO ROQUE;14829;EM FUNCIONAMENTO;2021-07-08;www.cinesaoroque.com.br;RUA GERMANO NEGRINI, ;150.0;CINE CENTER ;CENTRO;SÃO ROQUE;18130-375;SP;NÃO;COMERCIAL;CINE SÃO ROQUE DIVERSÕES LTDA - ME;14828;02.812.929/0001-40;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CIANORTE 01;5003158.0;07.555.492/0001-20;EM FUNCIONAMENTO;2021-04-29;2005-08-25;430.0;1.0;1.0;1.0;SIM;NÃO;SIM;CINE CIANORTE;19526;EM FUNCIONAMENTO;2021-04-29;0;AVENIDA MARANHÃO ;62.0;SALA 31;CENTRO;CIANORTE;87200-246;PR;NÃO;COMERCIAL;CINE TEATRO CIANORTE LTDA -ME;19525;07.555.492/0001-20;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE CISNE SANTO ÂNGELO 01;5002520.0;96.208.087/0001-66;EM FUNCIONAMENTO;2009-03-22;2009-03-22;130.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE CISNE - SANTO ÂNGELO;6753;EM FUNCIONAMENTO;2011-11-05;HTTP://;RUA MARQUÊS DO HERVAL;1604.0;0;CENTRO;SANTO ÂNGELO;98801-640;RS;NÃO;COMERCIAL;EMPRESA CINE MISSIONEIRA LTDA;4780;96.208.087/0001-66;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE CISNE SANTO ÂNGELO 02;5001608.0;96.208.087/0001-66;EM FUNCIONAMENTO;1958-03-22;1958-03-22;130.0;2.0;5.0;0.0;SIM;NÃO;SIM;CINE CISNE - SANTO ÂNGELO;6753;EM FUNCIONAMENTO;2011-11-05;HTTP://;RUA MARQUÊS DO HERVAL;1604.0;0;CENTRO;SANTO ÂNGELO;98801-640;RS;NÃO;COMERCIAL;EMPRESA CINE MISSIONEIRA LTDA;4780;96.208.087/0001-66;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE CISNE SANTO ÂNGELO 03;5005657.0;96.208.087/0001-66;EM FUNCIONAMENTO;2016-04-28;2016-04-28;130.0;2.0;4.0;0.0;SIM;NÃO;SIM;CINE CISNE - SANTO ÂNGELO;6753;EM FUNCIONAMENTO;2011-11-05;HTTP://;RUA MARQUÊS DO HERVAL;1604.0;0;CENTRO;SANTO ÂNGELO;98801-640;RS;NÃO;COMERCIAL;EMPRESA CINE MISSIONEIRA LTDA;4780;96.208.087/0001-66;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
MANOEL ALVES DE FREITAS(CAFITA);5004925.0;41.450.768/0001-44;FECHADO;2018-11-09;2005-06-09;154.0;2.0;2.0;3.0;SIM;NÃO;SIM;CINE CLACITA;28053;FECHADO;2018-11-09;0;RUA URBANO TEIXEIRA BARBOSA;206.0;SALA 25;CENTRO;ITAPIPOCA;62500-000;CE;NÃO;COMERCIAL;SM ALVES MOURA;28051;41.450.768/0001-44;IRREGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE CLUB ITAJUBA;5003335.0;13.952.237/0001-14;EM FUNCIONAMENTO;2023-08-29;2011-08-18;70.0;1.0;0.0;0.0;NÃO;NÃO;SIM;CINE CLUB ITAJUBA;19988;EM FUNCIONAMENTO;2023-08-29;0;RUA DR.PEREIRA CABRAL ;150.0;SUBSOLO;CENTRO;ITAJUBÁ;37500-048;MG;NÃO;COMERCIAL;R E P DAS NEVES CINE CLUB ITAJUBA;19987;13.952.237/0001-14;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
GRAN CINE BARDOT;5002389.0;00.067.617/0001-24;FECHADO;2009-06-10;2008-11-30;111.0;0.0;0.0;0.0;NÃO;NÃO;NÃO;CINE CLUBE BUZIOS;14729;FECHADO;2009-06-10;0;TRAVESSA DOS PESCADORES 88;0.0;0;CENTRO;ARMAÇÃO DOS BÚZIOS;28950-000;RJ;NÃO;COMERCIAL;CINE-CLUBE BUZIOS;14728;00.067.617/0001-24;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE COCAIS 1;5006745.0;44.608.911/0001-71;EM FUNCIONAMENTO;2022-01-08;2022-01-08;172.0;4.0;1.0;2.0;SIM;NÃO;NÃO;CINE COCAIS;50207;EM FUNCIONAMENTO;2022-01-08;cinecocais.com.br;AV PIAUÍ;700.0;COCAIS SHOP.;CENTRO;TIMON;65630-030;MA;NÃO;COMERCIAL;CINE COCAIS LTDA;50206;44.608.911/0001-71;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE COCAIS 2;5006746.0;44.608.911/0001-71;EM FUNCIONAMENTO;2022-01-08;2021-01-08;137.0;4.0;1.0;2.0;SIM;NÃO;NÃO;CINE COCAIS;50207;EM FUNCIONAMENTO;2022-01-08;cinecocais.com.br;AV PIAUÍ;700.0;COCAIS SHOP.;CENTRO;TIMON;65630-030;MA;NÃO;COMERCIAL;CINE COCAIS LTDA;50206;44.608.911/0001-71;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE COCAIS 3;5006747.0;44.608.911/0001-71;EM FUNCIONAMENTO;2022-01-08;2022-01-08;139.0;4.0;1.0;2.0;SIM;NÃO;NÃO;CINE COCAIS;50207;EM FUNCIONAMENTO;2022-01-08;cinecocais.com.br;AV PIAUÍ;700.0;COCAIS SHOP.;CENTRO;TIMON;65630-030;MA;NÃO;COMERCIAL;CINE COCAIS LTDA;50206;44.608.911/0001-71;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE COCAIS 4;5006748.0;44.608.911/0001-71;EM FUNCIONAMENTO;2022-01-08;2022-01-08;152.0;4.0;1.0;2.0;SIM;NÃO;NÃO;CINE COCAIS;50207;EM FUNCIONAMENTO;2022-01-08;cinecocais.com.br;AV PIAUÍ;700.0;COCAIS SHOP.;CENTRO;TIMON;65630-030;MA;NÃO;COMERCIAL;CINE COCAIS LTDA;50206;44.608.911/0001-71;REGULAR;NÃO PERTENCE A NENHUM GRUPO EXIBIDOR
ARARAS SALA 1;5004199.0;10.894.937/0004-54;EM FUNCIONAMENTO;2021-04-24;2013-06-14;76.0;4.0;0.0;4.0;SIM;NÃO;NÃO;CINE COLOMBO - ARARAS;24551;EM FUNCIONAMENTO;2021-04-24;www.cineartcafe.com.br;Av Dona Renata;4785.0;Cond. Happy Day;Centro;ARARAS;13601-000;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
ARARAS SALA 2;5004200.0;10.894.937/0004-54;EM FUNCIONAMENTO;2021-04-24;2013-06-19;83.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE COLOMBO - ARARAS;24551;EM FUNCIONAMENTO;2021-04-24;www.cineartcafe.com.br;Av Dona Renata;4785.0;Cond. Happy Day;Centro;ARARAS;13601-000;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
ARARAS SALA 3;5006242.0;10.894.937/0004-54;EM FUNCIONAMENTO;2021-04-24;2019-02-28;68.0;2.0;0.0;1.0;SIM;NÃO;SIM;CINE COLOMBO - ARARAS;24551;EM FUNCIONAMENTO;2021-04-24;www.cineartcafe.com.br;Av Dona Renata;4785.0;Cond. Happy Day;Centro;ARARAS;13601-000;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO - PINHAL;5002772.0;10.894.937/0002-92;EM FUNCIONAMENTO;2021-04-24;2010-01-01;145.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE COLOMBO - ESPÍRITO SANTO DO PINHAL;16611;EM FUNCIONAMENTO;2021-04-24;www.cineartcafe.com.br;PRAÇA DA INDEPENDENCIA;160.0;0;CENTRO;ESPÍRITO SANTO DO PINHAL;13990-000;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO ITAPIRA SALA 01;5004196.0;10.894.937/0003-73;EM FUNCIONAMENTO;2021-04-24;2013-04-01;164.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE COLOMBO - ITAPIRA;24550;EM FUNCIONAMENTO;2021-04-24;www.cineartcafe.com.br;Rua Prudente Moraes;40.0;0;Centro;ITAPIRA;13970-000;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO ITAPIRA SALA 02;5005967.0;10.894.937/0003-73;EM FUNCIONAMENTO;2021-04-24;2018-02-16;62.0;2.0;0.0;1.0;NÃO;NÃO;NÃO;CINE COLOMBO - ITAPIRA;24550;EM FUNCIONAMENTO;2021-04-24;www.cineartcafe.com.br;Rua Prudente Moraes;40.0;0;Centro;ITAPIRA;13970-000;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO RESENDE SALA 01;5005543.0;10.894.937/0005-35;EM FUNCIONAMENTO;2020-10-02;2016-04-28;163.0;4.0;0.0;2.0;SIM;NÃO;SIM;CINE COLOMBO RESENDE;33011;EM FUNCIONAMENTO;2020-10-02;www.cinea.com.br;Av Dorival Marcondes Godoy;500.0;Loja 1020;Morada do Castelo;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO RESENDE SALA 02;5005544.0;10.894.937/0005-35;EM FUNCIONAMENTO;2020-10-02;2016-04-28;184.0;4.0;0.0;2.0;SIM;NÃO;SIM;CINE COLOMBO RESENDE;33011;EM FUNCIONAMENTO;2020-10-02;www.cinea.com.br;Av Dorival Marcondes Godoy;500.0;Loja 1020;Morada do Castelo;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO RESENDE SALA 03;5005545.0;10.894.937/0005-35;EM FUNCIONAMENTO;2020-10-02;2016-04-28;194.0;2.0;0.0;2.0;SIM;NÃO;SIM;CINE COLOMBO RESENDE;33011;EM FUNCIONAMENTO;2020-10-02;www.cinea.com.br;Av Dorival Marcondes Godoy;500.0;Loja 1020;Morada do Castelo;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO RESENDE SALA 04;5005546.0;10.894.937/0005-35;EM FUNCIONAMENTO;2020-10-02;2016-05-19;199.0;2.0;0.0;3.0;SIM;NÃO;SIM;CINE COLOMBO RESENDE;33011;EM FUNCIONAMENTO;2020-10-02;www.cinea.com.br;Av Dorival Marcondes Godoy;500.0;Loja 1020;Morada do Castelo;RESENDE;27535-320;RJ;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
CINE COLOMBO RIO PARDO;5002613.0;10.894.937/0001-01;EM FUNCIONAMENTO;2021-04-24;2009-06-19;204.0;4.0;0.0;4.0;SIM;NÃO;SIM;CINE COLOMBO- SÃO JOSÉ DO RIO PARDO;15834;EM FUNCIONAMENTO;2021-04-24;www.cineartcafe.com.br;RUA MARECHAL FLORIANO;110.0;0;CENTRO;SÃO JOSÉ DO RIO PARDO;13720-000;SP;NÃO;COMERCIAL;CINE A LTDA;15833;10.894.937/0001-01;REGULAR;CINE A
